Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Toilets,Agent_number,Added_on,Updated_on
Newly Built 2bedroom Flat,Niyi Ishola Elebu Oluyole Extension Akala Express Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-niyi-ishola-elebu-oluyole-extension-akala-express-ibadan-oyo-3FYWA,Oyo,Ibadan,"500,000/year",2 beds,0 baths,0 Toilets,07037117785,27 Jan 2022,19 Feb 2022
Executive Luxury 3 Bedroom Flat,Medina Estate Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-medina-estate-gbagada-lagos-5FUXG,Lagos,Gbagada,"2,500,000",0 beds,0 baths,0 Toilets,08033115125,16 Dec 2021,19 Feb 2022
Newly Built Fully Serviced And Furnished 4bedrooms Duplex With Bq Terrace,Wuye Abuja Gwarinpa Abuja,https://www.propertypro.ng/property/4-bedroom-house-for-rent-wuye-abuja-gwarinpa-abuja-8FWQP,Abuja,Gwarinpa,"16,000,000/year",4 beds,4 baths,5 Toilets,08137377290,09 Jan 2022,19 Feb 2022
Waterfront 3 Bedroom Apartment +bq + Swimming Pool + Sauna + Gym + Underground Parking,Ligali Ayorinde Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ligali-ayorinde-victoria-island-lagos-6FYCN,Lagos,Island,"16,100,000",3 beds,3 baths,4 Toilets,08124269637,21 Jan 2022,24 Feb 2022
2bedroom Flat,Garki 2 Garki 2 Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-garki-2-garki-2-abuja-3GBNU,Abuja,2,"2,000,000/year",2 beds,2 baths,0 Toilets,08147562407,15 Feb 2022,19 Feb 2022
Serviced 3bedroom Duplex,Abraham Adesanya Road In An Estate Abraham Adesanya Estate Ajah Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-abraham-adesanya-road-in-an-estate-abraham-adesanya-estate-ajah-lagos-7GBPB,Lagos,Ajah,"2,500,000",3 beds,3 baths,4 Toilets,08071657170,16 Feb 2022,19 Feb 2022
Newly Built Serviced 3 Bedroom Flat,Behind Prime Water View Ikate Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-behind-prime-water-view-ikate-lekki-lagos-9FXGE,Lagos,Lekki,"5,000,000/year",3 beds,3 baths,4 Toilets,08168285322,14 Jan 2022,19 Feb 2022
4 Bedroom Flat,Ifedapo Estate Ibadan Oyo,https://www.propertypro.ng/property/flat-apartment-for-rent-ifedapo-estate-ibadan-oyo-1GBAK,Oyo,Ibadan,"1,100,000",0 beds,0 baths,0 Toilets,08052778232,11 Feb 2022,19 Feb 2022
Executive 2 Bedroom Flat,Berger Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-berger-ojodu-lagos-1FZLJ,Lagos,Ojodu,"800,000/year",2 beds,3 baths,3 Toilets,09068622049,31 Jan 2022,19 Feb 2022
Office Space,Awolowo Road Ikoyi Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-awolowo-road-ikoyi-lagos-7FYGZ,Lagos,Ikoyi,"1,500,000/year",0 beds,0 baths,0 Toilets,08181055075,23 Jan 2022,19 Feb 2022
Decent Spacious Self Contain,Abule Oja Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-abule-oja-yaba-lagos-5FUQD,Lagos,Yaba,"350,000",0 beds,0 baths,0 Toilets,08033115125,14 Dec 2021,19 Feb 2022
3 Bedroom Apartment,Awobo Estate Igbogbo Ikorodu Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-awobo-estate-igbogbo-ikorodu-lagos-2GBMR,Lagos,Ikorodu,"400,000",3 beds,4 baths,4 Toilets,07010568925,15 Feb 2022,19 Feb 2022
Standard 2bedroom Flat,Eloseh Street Off Agbonyi Adelabu Adelabu Surulere Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-eloseh-street-off-agbonyi-adelabu-adelabu-surulere-lagos-7GAAF,Lagos,Surulere,"1,000,000/year",2 beds,2 baths,2 Toilets,08028895806,04 Feb 2022,19 Feb 2022
Riverwood Estate,Lakowe Ajah Lagos,https://www.propertypro.ng/property/land-for-sale-lakowe-ajah-lagos-2FSDJ,Lagos,Ajah,"12,690,000",0 beds,0 baths,0 Toilets,08132874237,22 Nov 2021,22 Feb 2022
Well Built 6bedroom Detached Duplex,Asokoro Abuja,https://www.propertypro.ng/property/6-bedroom-house-for-rent-asokoro-abuja-9GAGJ,Abuja,Asokoro,"10,000,000/year",6 beds,6 baths,0 Toilets,08147562407,06 Feb 2022,19 Feb 2022
Decent Mini Flat,Onipan Shomolu Shomolu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-onipan-shomolu-shomolu-lagos-6GARN,Lagos,Shomolu,"600,000/year",1 beds,1 baths,1 Toilets,08062371593,09 Feb 2022,19 Feb 2022
Newly Built 4 Bedroom Semi Detached House,Between Lbs Sangotedo Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-between-lbs-sangotedo-lagos-2GAMG,Lagos,Sangotedo,"3,200,000/year",4 beds,4 baths,5 Toilets,07065454863,08 Feb 2022,19 Feb 2022
2 Bedroom Flat,Ojodu Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ojodu-ojodu-lagos-9FXJQ,Lagos,Ojodu,"1,200,000",2 beds,2 baths,0 Toilets,07084372290,15 Jan 2022,19 Feb 2022
5 Bedroom Duplex,George Adiele Crescent Lekki Scheme 2 Ajah Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-george-adiele-crescent-lekki-scheme-2-ajah-lagos-2FWTP,Lagos,Ajah,"3,500,000/year",5 beds,5 baths,5 Toilets,09083555507,10 Jan 2022,19 Feb 2022
Executive Newly Built 2 Bedroom Flat,Elebu Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-elebu-estate-akala-express-ibadan-oyo-8GAEE,Oyo,Ibadan,"400,000/year",2 beds,3 baths,3 Toilets,08142185274,05 Feb 2022,19 Feb 2022
3 Bedroom Flat,Maruwa Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-maruwa-lekki-lagos-9GAWB,Lagos,Lekki,"4,000,000/year",3 beds,4 baths,4 Toilets,09019001143,10 Feb 2022,19 Feb 2022
3 Bedroom Flat,Chevron Alternative Route Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-chevron-alternative-route-lekki-lagos-4FZXX,Lagos,Lekki,"2,500,000",0 beds,0 baths,0 Toilets,09076639164,03 Feb 2022,19 Feb 2022
Fully Serviced 3bedrooms Terrace House With Bq,"Colindale Estate, Surulere Lagos",https://www.propertypro.ng/property/3-bedroom-house-for-rent-colindale-estate-surulere-lagos-2FZBG,Lagos,Surulere,"3,500,000/year",3 beds,3 baths,4 Toilets,09014267979,28 Jan 2022,19 Feb 2022
4 Bedroom Flat With Bq,Central Oniru Oniru Victoria Island Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-central-oniru-oniru-victoria-island-lagos-4GAGJ,Lagos,Island,"8,000,000",4 beds,4 baths,5 Toilets,08168064058,06 Feb 2022,19 Feb 2022
Tastefully Finished 4bedroom Terrace Duplex With A Room Bq,Brains And Hammers Estate Apo Abuja,https://www.propertypro.ng/property/4-bedroom-house-for-rent-brains-and-hammers-estate-apo-abuja-6GAUJ,Abuja,Apo,"3,500,000/year",4 beds,4 baths,5 Toilets,08147562407,10 Feb 2022,19 Feb 2022
Waterfront 3 Bedroom Apartment +bq + Swimming Pool + Sauna + Gym + Underground Parking,Ligali Ayorinde Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ligali-ayorinde-victoria-island-lagos-6FYCN,Lagos,Island,"16,100,000",3 beds,3 baths,4 Toilets,08124269637,21 Jan 2022,24 Feb 2022
A Lovely 4 Bedroom Semi Detached Duplex With A Room Servant Quarters,Jakande Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jakande-lekki-lagos-2FRAW,Lagos,Lekki,"5,500,000/year",4 beds,4 baths,5 Toilets,08121377323,11 Nov 2021,19 Feb 2022
4bedroom Duplex,Opic Isheri North Ojodu Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-opic-isheri-north-ojodu-lagos-3GBBE,Lagos,Ojodu,"3,000,000/year",4 beds,4 baths,5 Toilets,09039408141,11 Feb 2022,19 Feb 2022
4 Bedroom Plus Bq,Estate Igbo Efon Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-estate-igbo-efon-lekki-lagos-6FVWX,Lagos,Lekki,"2,800,000",4 beds,4 baths,5 Toilets,09064090448,30 Dec 2021,19 Feb 2022
Well Maintained Ware House,Eputu Ibeju Lekki Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-eputu-ibeju-lekki-lagos-2FXLD,Lagos,Lekki,"50,000,000/year",0 beds,0 baths,0 Toilets,08057121358,16 Jan 2022,19 Feb 2022
Lovely Serviced 3bedroom Duplex With Bq,Spg Ologolo Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-spg-ologolo-lekki-lagos-3FWTQ,Lagos,Lekki,"3,000,000/year",3 beds,3 baths,4 Toilets,08168285322,10 Jan 2022,19 Feb 2022
Executive Newly Built 2 Bedroom Flat,Amule Ipaja Lagos Ipaja Ipaja Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-amule-ipaja-lagos-ipaja-ipaja-lagos-8FXLK,Lagos,Ipaja,"700,000",2 beds,2 baths,3 Toilets,08180050503,16 Jan 2022,19 Feb 2022
Executive Massive Open Plan Office Space 330sqm Upstairs + 3rooms Bq,Bodethomas Street Bode Thomas Surulere Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-bodethomas-street-bode-thomas-surulere-lagos-8FAQS,Lagos,Surulere,"5,500,000/year", beds, baths, Toilets,08028895806,16 Jul 2021,19 Feb 2022
A Room Self Contain,Ajibode Ibadan Polytechnic University Of Ibadan Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ajibode-ibadan-polytechnic-university-of-ibadan-ibadan-oyo-4FWZX,Oyo,Ibadan,"230,000/year",1 beds,1 baths,1 Toilets,08187281313,12 Jan 2022,19 Feb 2022
Nice And Neat Industrial Warehouses Of Differnt Sizes,Eleko Ibeju Lekki Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-eleko-ibeju-lekki-lagos-2FSXF,Lagos,Lekki,"1,500,000/year",0 beds,0 baths,0 Toilets,08186532571,29 Nov 2021,19 Feb 2022
2 Bedroom Block Of Flats.,Agungi Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-sale-agungi-lekki-lagos-0FTTJ,Lagos,Lekki,"48,000,000",2 beds,2 baths,3 Toilets,08147329552,06 Dec 2021,24 Feb 2022
4 Bedroom Waterfront Terrace With A Penthouse,Vgc Vgc Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-vgc-vgc-lekki-lagos-7FWXX,Lagos,Lekki,"4,500,000/year",4 beds,4 baths,5 Toilets,07065454863,12 Jan 2022,19 Feb 2022
Executive Mini Flat,Opic Estate Isheri North Ojodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-opic-estate-isheri-north-ojodu-lagos-7FYYC,Lagos,Ojodu,"500,000/year",1 beds,1 baths,1 Toilets,09068622049,27 Jan 2022,19 Feb 2022
Room Self Contain,Ajibode Behind University Of Ibadan Ibadan Oyo,https://www.propertypro.ng/property/flat-apartment-for-rent-ajibode-behind-university-of-ibadan-ibadan-oyo-3GAAR,Oyo,Ibadan,"150,000",0 beds,0 baths,0 Toilets,08147747114,04 Feb 2022,19 Feb 2022
1bedroom Flat Penthouse,Dideolu Estate Ligali Ayorinde Victoria Island Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-dideolu-estate-ligali-ayorinde-victoria-island-lagos-6GBAG,Lagos,Island,"1,500,000",1 beds,1 baths,1 Toilets,08086267650,11 Feb 2022,19 Feb 2022
Newly Built 2 Bedroom Terrace House With A Room Boy's Quarters Inat Ikate,Ikate Ikate Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-ikate-ikate-lekki-lagos-6FTJC,Lagos,Lekki,"3,500,000/year", beds, baths, Toilets,07065454863,02 Dec 2021,19 Feb 2022
Newly Built 1 Bedroom Flat,"Action Layout,bwari Area Council Kubwa Abuja",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-action-layoutbwari-area-council-kubwa-abuja-8FZVU,Abuja,Kubwa,"450,000",1 beds,1 baths,1 Toilets,08067992859,03 Feb 2022,19 Feb 2022
Decent Spacious 3bedroom Flat,Onike Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-onike-yaba-lagos-1FWEC,Lagos,Yaba,"1,700,000",0 beds,0 baths,0 Toilets,08033115125,04 Jan 2022,19 Feb 2022
5bed Fully Detached Duplex,Agungi Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-agungi-lekki-lagos-4FWRK,Lagos,Lekki,"6,000,000/year",5 beds,5 baths,6 Toilets,08148495671,09 Jan 2022,19 Feb 2022
A Roomself Contain,Alagomeji Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-alagomeji-yaba-lagos-9FHWW,Lagos,Yaba,"400,000/year",0 beds,1 baths,1 Toilets,08182073205,10 Sep 2021,19 Feb 2022
3 Bedroom Flat In A Serene Estate,Infinity Estate Ado Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-infinity-estate-ado-ajah-lagos-0FYPE,Lagos,Ajah,"1,500,000", beds, baths,4 Toilets,09019130737,25 Jan 2022,19 Feb 2022
"Newly Built, 2units Of 3bedroom Terraced Duplex",Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-0FYSN,Lagos,Lekki,"6,000,000/year",3 beds,3 baths,4 Toilets,08057121358,26 Jan 2022,19 Feb 2022
Waterfront 3 Bedroom Apartment +bq + Swimming Pool + Sauna + Gym + Underground Parking,Ligali Ayorinde Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ligali-ayorinde-victoria-island-lagos-6FYCN,Lagos,Island,"16,100,000",3 beds,3 baths,4 Toilets,08124269637,21 Jan 2022,24 Feb 2022
Luxury Serviced 3 Bedroom Semi Detached Duplex Plus A Room Bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6FZSZ,Lagos,Lekki,"6,000,000",3 beds,3 baths,4 Toilets,08164687732,02 Feb 2022,19 Feb 2022
Office Suite/shop,"Along Kudeti Avenue, Onireke Gra Jericho Ibadan Oyo",https://www.propertypro.ng/property/commercial-property-for-rent-along-kudeti-avenue-onireke-gra-jericho-ibadan-oyo-2GBME,Oyo,Ibadan,"400,000/year",0 beds,0 baths,1 Toilets,08166377191,15 Feb 2022,19 Feb 2022
Spacious Penthouse Self Contain,Off Admiralty Road Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-admiralty-road-lekki-phase-1-lekki-lagos-0FZTS,Lagos,Lekki,"1,500,000/year",1 beds,1 baths,1 Toilets,09014267979,02 Feb 2022,19 Feb 2022
Nicely Built 2 Bedrooms Apartment,Aba Pan At Kuola Akala Express Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-aba-pan-at-kuola-akala-express-ibadan-oyo-4FYHQ,Oyo,Ibadan,"300,000/year",2 beds,2 baths,2 Toilets,07067980197,23 Jan 2022,19 Feb 2022
Newly Built One Bedroom Apartment,Ben Flo Street Off Orchid Road Ikota Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ben-flo-street-off-orchid-road-ikota-lekki-lagos-6GATE,Lagos,Lekki,"1,400,000/year",1 beds,1 baths,2 Toilets,08104317542,09 Feb 2022,19 Feb 2022
Elegant Newly Built 4bedroom Self Compound,Idi Ishin Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-idi-ishin-estate-akala-express-ibadan-oyo-3FWYA,Oyo,Ibadan,"600,000/year",4 beds,3 baths,3 Toilets,08142185274,12 Jan 2022,19 Feb 2022
"A Clean And Luxury Very Spacious I Room Self Contain, All Round Tiles, Fitted Kitchen Cabinets, Fence And Gated Compound With Ample Parking, Space In A Serene Close, At Off Demurin Alapere",Alapere Kosofe Ikosi Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-alapere-kosofe-ikosi-lagos-4FTYG,Lagos,Ikosi,"350,000", beds, baths, Toilets,08033657909,07 Dec 2021,19 Feb 2022
Newly Built Tastefully Finishing 4 Bedroom Terrace Duplex + 1 Rm,"In A Lovely Serene Environment Of Ikeja Gra, Ikeja Gra Ikeja Lagos",https://www.propertypro.ng/property/4-bedroom-house-for-rent-in-a-lovely-serene-environment-of-ikeja-gra-ikeja-gra-ikeja-lagos-9FYHV,Lagos,Ikeja,"7,500,000",4 beds,5 baths,5 Toilets,08133154602,23 Jan 2022,19 Feb 2022
4 Bedroom Fully Serviced Duplex,Chevron Alternative Route Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-chevron-alternative-route-lekki-lagos-5FXMR,Lagos,Lekki,"3,500,000",0 beds,0 baths,0 Toilets,08062619955,17 Jan 2022,19 Feb 2022
Deluxe 2 Bedroom Terrace House (no Bq),"Liatris Close, Peninsular Garden Estate Sangotedo Lagos",https://www.propertypro.ng/property/2-bedroom-house-for-sale-liatris-close-peninsular-garden-estate-sangotedo-lagos-7FZJH,Lagos,Sangotedo,"42,000,000",2 beds,2 baths,3 Toilets,08022228917,31 Jan 2022,19 Feb 2022
4 Bedroom Detached Duplex,Orchid Road Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-orchid-road-lekki-lagos-7FZUR,Lagos,Lekki,"8,000,000",0 beds,0 baths,0 Toilets,09076639164,03 Feb 2022,19 Feb 2022
A Room Self Con,Alagomeji Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-alagomeji-yaba-lagos-2FUET,Lagos,Yaba,"500,000/year",0 beds,1 baths,1 Toilets,08182073205,09 Dec 2021,19 Feb 2022
Mini Flat,Ayobo Ipaja Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ayobo-ipaja-lagos-8FKXP,Lagos,Ipaja,"300,000",0 beds,0 baths,0 Toilets,08033876086,28 Sep 2021,19 Feb 2022
Massive Office/hall Space,Ajah Ado Ajah Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-ajah-ado-ajah-lagos-6GBRR,Lagos,Ajah,"7,000,000",0 beds,0 baths,0 Toilets,08066187389,16 Feb 2022,19 Feb 2022
A Room Self Containd With Modern Facilities,Orogun Close To U.i Ibadan Oyo,https://www.propertypro.ng/property/flat-apartment-for-rent-orogun-close-to-ui-ibadan-oyo-1ENHZ,Oyo,Ibadan,"200,000/year", beds, baths, Toilets,09026318426,11 Apr 2021,19 Feb 2022
Tastesfully Built 2 Bedroom Flat,Itele Ogun State Close To Ayobo Lagos Ayobo Ipaja Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-itele-ogun-state-close-to-ayobo-lagos-ayobo-ipaja-lagos-2GACP,Lagos,Ipaja,"320,000",2 beds,3 baths,3 Toilets,08180050503,05 Feb 2022,19 Feb 2022
A Big Room Self Contain,Abule Ijesha Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-abule-ijesha-yaba-lagos-5FTJR,Lagos,Yaba,"450,000/year",0 beds,0 baths,0 Toilets,08084789565,02 Dec 2021,19 Feb 2022
Brand New Mini Flat,Akoka Yaba Lagos,https://www.propertypro.ng/property/1-bedroom-house-for-rent-akoka-yaba-lagos-9GAXB,Lagos,Yaba,"700,000/year",1 beds,1 baths,1 Toilets,08148495671,10 Feb 2022,19 Feb 2022
Newly Built 2bd With Carpark,Ebute Metta Yaba Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ebute-metta-yaba-lagos-7FXCY,Lagos,Yaba,"1,200,000/year",2 beds,3 baths,3 Toilets,09083016090,13 Jan 2022,19 Feb 2022
Standard Self Contain,Eliozu Port Harcourt Rivers,https://www.propertypro.ng/property/flat-apartment-for-rent-eliozu-port-harcourt-rivers-2FTCM,Rivers,Harcourt,"270,000/year",0 beds,0 baths,0 Toilets,07062360342,30 Nov 2021,19 Feb 2022
Clean 2 Bedroom,Ikate Ikate Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ikate-ikate-lekki-lagos-1FXMQ,Lagos,Lekki,"3,500,000/year",2 beds,2 baths,3 Toilets,08038125965,17 Jan 2022,19 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
Newly Built Room Self Contain,Ebute Metta Adekunle Yaba Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ebute-metta-adekunle-yaba-lagos-5FZQV,Lagos,Yaba,"450,000/year",1 beds,1 baths,1 Toilets,08062371593,02 Feb 2022,19 Feb 2022
Spacious Lovely Decent 2bedroom Flat,Ladilak By Pedro Palmgroove Shomolu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ladilak-by-pedro-palmgroove-shomolu-lagos-2FTYC,Lagos,Shomolu,"1,200,000",0 beds,0 baths,0 Toilets,08033115125,07 Dec 2021,19 Feb 2022
Executive Standard Mini Flat,Akoka Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-akoka-yaba-lagos-6FVKR,Lagos,Yaba,"1,200,000",0 beds,0 baths,0 Toilets,08033115125,23 Dec 2021,19 Feb 2022
Newly Built 3 Bedroom Duplex,Lekan Ayangbola Street Ibadan Oyo,https://www.propertypro.ng/property/house-for-rent-lekan-ayangbola-street-ibadan-oyo-5FYTV,Oyo,Ibadan,"900,000",0 beds,0 baths,0 Toilets,08052778232,26 Jan 2022,19 Feb 2022
"21,000 Sq Ft Warehouse","Ikosi Road, Oregun Ikeja Lagos",https://www.propertypro.ng/property/commercial-property-for-rent-ikosi-road-oregun-ikeja-lagos-7EZBW,Lagos,Ikeja,"31,000,000/year",0 beds,0 baths,0 Toilets,08055555187,06 Jul 2021,19 Feb 2022
Lovely Modern 4 Bedroom Terrace Duplex With Separate Prepaid Meters With Others Amenities. (just 3 In A Compound),"Peninsula Garden Estate, Benco Bus Stop, Sangotedo, Lagos Peninsula Estate Ajah Lagos",https://www.propertypro.ng/property/4-bedroom-house-for-rent-peninsula-garden-estate-benco-bus-stop-sangotedo-lagos-peninsula-estate-ajah-lagos-2FYMM,Lagos,Ajah,"2,500,000/year",4 beds,5 baths,5 Toilets,08133154602,24 Jan 2022,19 Feb 2022
Mini Flat,Orisunmbare Ayobo Ipaja Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-orisunmbare-ayobo-ipaja-lagos-5FUXE,Lagos,Ipaja,"200,000",0 beds,0 baths,0 Toilets,08033876086,16 Dec 2021,19 Feb 2022
Office Space,"Beside Jericho Mall, Kudeti Avenue Jericho Ibadan Oyo",https://www.propertypro.ng/property/commercial-property-for-rent-beside-jericho-mall-kudeti-avenue-jericho-ibadan-oyo-0GBEA,Oyo,Ibadan,"1,500,000/year",0 beds,2 baths,0 Toilets,08166377191,13 Feb 2022,19 Feb 2022
Executive Brand New 3 Bedroom Flat,Alidada Ago Palace Okota Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-alidada-ago-palace-okota-lagos-6FZFX,Lagos,Okota,"1,500,000/year",3 beds,4 baths,4 Toilets,07032493391,30 Jan 2022,19 Feb 2022
Spacious 5 Bedroom Detached Duplex With Ample Parking Space,Pinnock Beach Estate Ikate Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-sale-pinnock-beach-estate-ikate-lekki-lagos-2FSDR,Lagos,Lekki,"280,000,000",5 beds,5 baths,6 Toilets,09062511340,22 Nov 2021,24 Feb 2022
A Plot Of Land Measuring 578sqm,Beach Estate Ogudu Orike Ogudu Lagos,https://www.propertypro.ng/property/land-for-rent-beach-estate-ogudu-orike-ogudu-lagos-9EQTQ,Lagos,Ogudu,"40,000,000", beds, baths, Toilets,08022569035,07 May 2021,19 Feb 2022
Newly Built Mini Flat,Somolu Fola Agoro Yaba Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-somolu-fola-agoro-yaba-lagos-5FYKC,Lagos,Yaba,"800,000/year",1 beds,1 baths,1 Toilets,08062371593,24 Jan 2022,19 Feb 2022
Nice And Spacious 12 Bedroom Detached House With Bq,Victoria Island Lagos,https://www.propertypro.ng/property/10-bedroom-house-for-rent-victoria-island-lagos-5FTEF,Lagos,Island,"1,100,000,000",10 beds,10 baths,10 Toilets,08186532571,01 Dec 2021,19 Feb 2022
3 Bedroom Twin Flat,Lugbe Abuja,https://www.propertypro.ng/property/flat-apartment-for-rent-lugbe-abuja-4FZZT,Abuja,Lugbe,"2,000,000",0 beds,0 baths,0 Toilets,07062047199,04 Feb 2022,19 Feb 2022
A Room Self Contain,Baruwa Ipaja Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-baruwa-ipaja-lagos-1FMDC,Lagos,Ipaja,"200,000/year",0 beds,1 baths,1 Toilets,08182073205,08 Oct 2021,19 Feb 2022
"Well Maintained, 3bedroom Serviced Apartment Located In A Gated Estate",Agungi Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-agungi-lekki-lagos-2FYSV,Lagos,Lekki,"2,500,000/year",3 beds,3 baths,4 Toilets,08057121358,26 Jan 2022,19 Feb 2022
Lovely 4bedroom Duplex With Bq,Royal Garden Estate Thomas Estate Ajah Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-royal-garden-estate-thomas-estate-ajah-lagos-7FVPU,Lagos,Ajah,"3,000,000/year",4 beds,4 baths,5 Toilets,08168285322,27 Dec 2021,19 Feb 2022
Newly Built 3 Bedrooms Blocks Of Flat,Apo Arab Apo Abuja,https://www.propertypro.ng/property/3-bedroom-house-for-rent-apo-arab-apo-abuja-1GAVS,Abuja,Apo,"2,000,000/year",3 beds,4 baths,4 Toilets,07062047199,10 Feb 2022,19 Feb 2022
Brand New Self Contain,Choba Port Harcourt Rivers,https://www.propertypro.ng/property/flat-apartment-for-rent-choba-port-harcourt-rivers-2FUAK,Rivers,Harcourt,"250,000/year",0 beds,0 baths,0 Toilets,07062360342,08 Dec 2021,19 Feb 2022
Nice 3 Bedroom Flat,Medina Estate Gbagada Atunrase Medina Gbagada Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-medina-estate-gbagada-atunrase-medina-gbagada-lagos-1FXBH,Lagos,Gbagada,"1,600,000/year",3 beds,2 baths,3 Toilets,08130986430,13 Jan 2022,19 Feb 2022
4 Bedroom Semi Detached Duplex,Osborne Foreshore Estate Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osborne-foreshore-estate-ikoyi-lagos-6GBVV,Lagos,Ikoyi,"10,000,000",4 beds,4 baths,5 Toilets,08137224561,17 Feb 2022,19 Feb 2022
